,name,bandwidth,avg-time,time,max-time,array-size,ntimes,block-size,dtype,compiler,compiler-flags,axis,vector-size,explicit-vectorization,unroll-factor,launch-bounds,index-type,streaming-stores,streaming-loads,print-code,verify,sbench-version,benchmark-name
750,add,76800.0,5e-06,5e-06,5e-06,32768,10,128,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
751,triad,95255.8,5e-06,4e-06,5e-06,32768,10,128,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
752,copy,51200.0,5e-06,5e-06,5e-06,32768,10,128,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
753,scale,51200.0,5e-06,5e-06,5e-06,32768,10,128,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
754,add,76800.0,5e-06,5e-06,6e-06,32768,10,128,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
755,triad,76800.0,5e-06,5e-06,5e-06,32768,10,128,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
756,copy,64000.0,5e-06,4e-06,5e-06,32768,10,256,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
757,scale,64000.0,5e-06,4e-06,5e-06,32768,10,256,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
758,add,76800.0,5e-06,5e-06,5e-06,32768,10,256,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
759,triad,76800.0,5e-06,5e-06,5e-06,32768,10,256,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
760,copy,64000.0,5e-06,4e-06,5e-06,32768,10,256,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
761,scale,64000.0,5e-06,4e-06,6e-06,32768,10,256,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
762,add,96000.0,5e-06,4e-06,5e-06,32768,10,256,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
763,triad,96000.0,5e-06,4e-06,5e-06,32768,10,256,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
764,copy,64000.0,5e-06,4e-06,5e-06,32768,10,256,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
765,scale,64000.0,5e-06,4e-06,9e-06,32768,10,256,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
766,add,95255.8,5e-06,4e-06,5e-06,32768,10,256,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
767,triad,76800.0,5e-06,5e-06,6e-06,32768,10,256,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
768,copy,51522.0,5e-06,5e-06,6e-06,32768,10,512,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
769,scale,51200.0,5e-06,5e-06,6e-06,32768,10,512,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
770,add,76800.0,5e-06,5e-06,5e-06,32768,10,512,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
771,triad,76800.0,6e-06,5e-06,1e-05,32768,10,512,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
772,copy,51200.0,5e-06,5e-06,5e-06,32768,10,512,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
773,scale,51200.0,5e-06,5e-06,5e-06,32768,10,512,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
774,add,76800.0,5e-06,5e-06,5e-06,32768,10,512,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
775,triad,96000.0,5e-06,4e-06,5e-06,32768,10,512,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
776,copy,63503.9,5e-06,4e-06,5e-06,32768,10,512,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
777,scale,51200.0,5e-06,5e-06,5e-06,32768,10,512,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
778,add,76800.0,5e-06,5e-06,5e-06,32768,10,512,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
779,triad,76800.0,5e-06,5e-06,5e-06,32768,10,512,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
780,copy,51200.0,5e-06,5e-06,6e-06,32768,10,1024,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
781,scale,51200.0,5e-06,5e-06,6e-06,32768,10,1024,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
782,add,77283.0,5e-06,5e-06,6e-06,32768,10,1024,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
783,triad,76800.0,6e-06,5e-06,6e-06,32768,10,1024,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
784,copy,51200.0,6e-06,5e-06,1.1e-05,32768,10,1024,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
785,scale,51200.0,5e-06,5e-06,6e-06,32768,10,1024,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
786,add,76800.0,5e-06,5e-06,6e-06,32768,10,1024,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
787,triad,76800.0,6e-06,5e-06,6e-06,32768,10,1024,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
788,copy,51200.0,5e-06,5e-06,5e-06,32768,10,1024,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
789,scale,63503.9,5e-06,4e-06,6e-06,32768,10,1024,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
790,add,76800.0,5e-06,5e-06,6e-06,32768,10,1024,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
791,triad,76800.0,5e-06,5e-06,6e-06,32768,10,1024,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
792,copy,51200.0,5e-06,5e-06,6e-06,32768,10,32,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
793,scale,51200.0,5e-06,5e-06,6e-06,32768,10,32,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
794,add,76800.0,5e-06,5e-06,6e-06,32768,10,32,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
795,triad,76800.0,5e-06,5e-06,5e-06,32768,10,32,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
796,copy,51200.0,5e-06,5e-06,6e-06,32768,10,32,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
797,scale,51200.0,5e-06,5e-06,6e-06,32768,10,32,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
798,add,76800.0,5e-06,5e-06,6e-06,32768,10,32,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
799,triad,76800.0,6e-06,5e-06,8e-06,32768,10,32,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
800,copy,51522.0,5e-06,5e-06,6e-06,32768,10,32,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
801,scale,51200.0,6e-06,5e-06,1.2e-05,32768,10,32,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
802,add,76800.0,5e-06,5e-06,6e-06,32768,10,32,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
803,triad,76800.0,5e-06,5e-06,6e-06,32768,10,32,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
804,copy,64000.0,6e-06,4e-06,9e-06,32768,10,64,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
805,scale,51522.0,5e-06,5e-06,5e-06,32768,10,64,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
806,add,76800.0,5e-06,5e-06,6e-06,32768,10,64,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
807,triad,96000.0,5e-06,4e-06,5e-06,32768,10,64,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
808,copy,64000.0,5e-06,4e-06,5e-06,32768,10,64,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
809,scale,51200.0,5e-06,5e-06,6e-06,32768,10,64,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
810,add,76800.0,5e-06,5e-06,6e-06,32768,10,64,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
811,triad,76800.0,5e-06,5e-06,5e-06,32768,10,64,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
812,copy,51200.0,5e-06,5e-06,5e-06,32768,10,64,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
813,scale,51200.0,5e-06,5e-06,5e-06,32768,10,64,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
814,add,96000.0,5e-06,4e-06,5e-06,32768,10,64,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
815,triad,76800.0,5e-06,5e-06,6e-06,32768,10,64,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
816,copy,64000.0,5e-06,4e-06,5e-06,32768,10,128,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
817,scale,64000.0,5e-06,4e-06,6e-06,32768,10,128,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
818,add,76800.0,5e-06,5e-06,6e-06,32768,10,128,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
819,triad,96000.0,5e-06,4e-06,5e-06,32768,10,128,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
820,copy,51200.0,6e-06,5e-06,1.1e-05,32768,10,128,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
821,scale,51200.0,5e-06,5e-06,5e-06,32768,10,128,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
822,add,76800.0,5e-06,5e-06,5e-06,32768,10,128,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
823,triad,76800.0,5e-06,5e-06,5e-06,32768,10,128,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
824,copy,64000.0,5e-06,4e-06,5e-06,32768,10,128,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
825,scale,51200.0,5e-06,5e-06,5e-06,32768,10,128,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
826,add,77283.0,5e-06,5e-06,5e-06,32768,10,128,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
827,triad,76800.0,5e-06,5e-06,6e-06,32768,10,128,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
828,copy,51200.0,5e-06,5e-06,5e-06,32768,10,256,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
829,scale,51200.0,5e-06,5e-06,7e-06,32768,10,256,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
830,add,76800.0,5e-06,5e-06,5e-06,32768,10,256,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
831,triad,76800.0,5e-06,5e-06,6e-06,32768,10,256,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
832,copy,64000.0,5e-06,4e-06,5e-06,32768,10,256,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
833,scale,64000.0,5e-06,4e-06,5e-06,32768,10,256,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
834,add,96000.0,5e-06,4e-06,6e-06,32768,10,256,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
835,triad,77283.0,5e-06,5e-06,5e-06,32768,10,256,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
836,copy,64000.0,5e-06,4e-06,5e-06,32768,10,256,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
837,scale,63503.9,5e-06,4e-06,6e-06,32768,10,256,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
838,add,76800.0,5e-06,5e-06,6e-06,32768,10,256,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
839,triad,76800.0,5e-06,5e-06,5e-06,32768,10,256,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
840,copy,51200.0,5e-06,5e-06,6e-06,32768,10,512,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
841,scale,51200.0,5e-06,5e-06,5e-06,32768,10,512,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
842,add,76800.0,5e-06,5e-06,6e-06,32768,10,512,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
843,triad,76800.0,6e-06,5e-06,6e-06,32768,10,512,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
844,copy,51200.0,5e-06,5e-06,5e-06,32768,10,512,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
845,scale,63503.9,5e-06,4e-06,6e-06,32768,10,512,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
846,add,76800.0,5e-06,5e-06,6e-06,32768,10,512,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
847,triad,76800.0,5e-06,5e-06,6e-06,32768,10,512,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
848,copy,63503.9,5e-06,4e-06,6e-06,32768,10,512,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
849,scale,51200.0,5e-06,5e-06,6e-06,32768,10,512,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
850,add,76800.0,5e-06,5e-06,6e-06,32768,10,512,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
851,triad,76800.0,5e-06,5e-06,5e-06,32768,10,512,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
852,copy,51200.0,5e-06,5e-06,6e-06,32768,10,1024,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
853,scale,51200.0,6e-06,5e-06,6e-06,32768,10,1024,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
854,add,76800.0,6e-06,5e-06,6e-06,32768,10,1024,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
855,triad,76800.0,6e-06,5e-06,6e-06,32768,10,1024,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
856,copy,51200.0,5e-06,5e-06,6e-06,32768,10,1024,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
857,scale,51200.0,6e-06,5e-06,6e-06,32768,10,1024,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
858,add,76800.0,6e-06,5e-06,6e-06,32768,10,1024,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
859,triad,76800.0,6e-06,5e-06,6e-06,32768,10,1024,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
860,copy,51522.0,5e-06,5e-06,6e-06,32768,10,1024,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
861,scale,51522.0,5e-06,5e-06,6e-06,32768,10,1024,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
862,add,76800.0,6e-06,5e-06,6e-06,32768,10,1024,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
863,triad,76800.0,6e-06,5e-06,6e-06,32768,10,1024,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
864,copy,64000.0,9e-06,8e-06,9e-06,65536,10,32,float32,nvcc,,x,1,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
865,scale,64000.0,8e-06,8e-06,9e-06,65536,10,32,float32,nvcc,,x,1,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
866,add,96000.0,8e-06,8e-06,9e-06,65536,10,32,float32,nvcc,,x,1,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
867,triad,96000.0,9e-06,8e-06,1.1e-05,65536,10,32,float32,nvcc,,x,1,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
868,copy,64000.0,9e-06,8e-06,9e-06,65536,10,32,float32,nvcc,,x,1,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
869,scale,64000.0,9e-06,8e-06,9e-06,65536,10,32,float32,nvcc,,x,1,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
870,add,96000.0,9e-06,8e-06,9e-06,65536,10,32,float32,nvcc,,x,1,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
871,triad,96000.0,8e-06,8e-06,8e-06,65536,10,32,float32,nvcc,,x,1,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
872,copy,64000.0,8e-06,8e-06,9e-06,65536,10,32,float32,nvcc,,x,1,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
873,scale,64000.0,9e-06,8e-06,9e-06,65536,10,32,float32,nvcc,,x,1,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
874,add,96376.5,9e-06,8e-06,9e-06,65536,10,32,float32,nvcc,,x,1,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
875,triad,96000.0,9e-06,8e-06,9e-06,65536,10,32,float32,nvcc,,x,1,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
876,copy,85333.3,7e-06,6e-06,7e-06,65536,10,64,float32,nvcc,,x,1,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
877,scale,85333.3,6e-06,6e-06,7e-06,65536,10,64,float32,nvcc,,x,1,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
878,add,128000.0,7e-06,6e-06,7e-06,65536,10,64,float32,nvcc,,x,1,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
879,triad,128000.0,7e-06,6e-06,7e-06,65536,10,64,float32,nvcc,,x,1,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
880,copy,85333.3,7e-06,6e-06,7e-06,65536,10,64,float32,nvcc,,x,1,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
881,scale,85333.3,7e-06,6e-06,7e-06,65536,10,64,float32,nvcc,,x,1,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
882,add,128000.0,7e-06,6e-06,7e-06,65536,10,64,float32,nvcc,,x,1,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
883,triad,128000.0,7e-06,6e-06,7e-06,65536,10,64,float32,nvcc,,x,1,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
