,name,bandwidth,avg-time,time,max-time,array-size,ntimes,block-size,dtype,compiler,compiler-flags,axis,vector-size,explicit-vectorization,unroll-factor,launch-bounds,index-type,streaming-stores,streaming-loads,print-code,verify,sbench-version,benchmark-name
1582,add,771011.8,9e-06,8e-06,1.1e-05,524288,10,1024,float32,nvcc,,x,1,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1583,triad,768000.0,8e-06,8e-06,8e-06,524288,10,1024,float32,nvcc,,x,1,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1584,copy,227555.5,1.9e-05,1.8e-05,1.9e-05,524288,10,32,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1585,scale,227161.2,1.9e-05,1.8e-05,1.9e-05,524288,10,32,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1586,add,323368.4,1.9e-05,1.9e-05,1.9e-05,524288,10,32,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1587,triad,341333.3,2e-05,1.8e-05,2e-05,524288,10,32,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1588,copy,227555.5,2e-05,1.8e-05,2.5e-05,524288,10,32,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1589,scale,215579.0,2e-05,1.9e-05,2.4e-05,524288,10,32,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1590,add,341926.9,1.9e-05,1.8e-05,1.9e-05,524288,10,32,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1591,triad,323368.4,1.9e-05,1.9e-05,1.9e-05,524288,10,32,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1592,copy,227555.5,1.9e-05,1.8e-05,1.9e-05,524288,10,32,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1593,scale,215579.0,2e-05,1.9e-05,2.3e-05,524288,10,32,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1594,add,323901.1,1.9e-05,1.9e-05,1.9e-05,524288,10,32,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1595,triad,340741.8,1.9e-05,1.8e-05,1.9e-05,524288,10,32,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1596,copy,342224.5,1.2e-05,1.2e-05,1.2e-05,524288,10,64,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1597,scale,372363.6,1.2e-05,1.1e-05,1.3e-05,524288,10,64,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1598,add,558545.5,1.3e-05,1.1e-05,1.3e-05,524288,10,64,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1599,triad,558545.5,1.2e-05,1.1e-05,1.2e-05,524288,10,64,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1600,copy,341333.3,1.3e-05,1.2e-05,1.6e-05,524288,10,64,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1601,scale,371308.8,1.2e-05,1.1e-05,1.3e-05,524288,10,64,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1602,add,558545.5,1.2e-05,1.1e-05,1.3e-05,524288,10,64,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1603,triad,512000.0,1.2e-05,1.2e-05,1.2e-05,524288,10,64,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1604,copy,372363.6,1.2e-05,1.1e-05,1.3e-05,524288,10,64,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1605,scale,342224.5,1.2e-05,1.2e-05,1.2e-05,524288,10,64,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1606,add,556963.2,1.2e-05,1.1e-05,1.2e-05,524288,10,64,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1607,triad,513336.8,1.2e-05,1.2e-05,1.3e-05,524288,10,64,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1608,copy,512000.0,8e-06,8e-06,9e-06,524288,10,128,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1609,scale,512000.0,9e-06,8e-06,1e-05,524288,10,128,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1610,add,771011.8,9e-06,8e-06,9e-06,524288,10,128,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1611,triad,771011.8,8e-06,8e-06,9e-06,524288,10,128,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1612,copy,512000.0,9e-06,8e-06,9e-06,524288,10,128,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1613,scale,512000.0,9e-06,8e-06,9e-06,524288,10,128,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1614,add,771011.8,9e-06,8e-06,9e-06,524288,10,128,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1615,triad,771011.8,9e-06,8e-06,9e-06,524288,10,128,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1616,copy,512000.0,9e-06,8e-06,9e-06,524288,10,128,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1617,scale,512000.0,9e-06,8e-06,1e-05,524288,10,128,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1618,add,771011.8,9e-06,8e-06,9e-06,524288,10,128,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1619,triad,768000.0,9e-06,8e-06,9e-06,524288,10,128,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1620,copy,682666.6,7e-06,6e-06,9e-06,524288,10,256,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1621,scale,682666.6,7e-06,6e-06,8e-06,524288,10,256,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1622,add,881650.2,8e-06,7e-06,8e-06,524288,10,256,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1623,triad,877714.3,7e-06,7e-06,8e-06,524288,10,256,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1624,copy,682666.6,7e-06,6e-06,8e-06,524288,10,256,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1625,scale,587766.8,7e-06,7e-06,8e-06,524288,10,256,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1626,add,881650.2,8e-06,7e-06,8e-06,524288,10,256,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1627,triad,1024000.0,7e-06,6e-06,7e-06,524288,10,256,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1628,copy,587766.8,7e-06,7e-06,7e-06,524288,10,256,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1629,scale,585142.8,7e-06,7e-06,9e-06,524288,10,256,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1630,add,877714.3,7e-06,7e-06,8e-06,524288,10,256,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1631,triad,881650.2,7e-06,7e-06,8e-06,524288,10,256,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1632,copy,682666.6,7e-06,6e-06,9e-06,524288,10,512,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1633,scale,585142.8,7e-06,7e-06,8e-06,524288,10,512,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1634,add,877714.3,8e-06,7e-06,9e-06,524288,10,512,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1635,triad,877714.3,7e-06,7e-06,8e-06,524288,10,512,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1636,copy,682666.6,7e-06,6e-06,8e-06,524288,10,512,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1637,scale,587766.8,7e-06,7e-06,8e-06,524288,10,512,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1638,add,877714.3,8e-06,7e-06,8e-06,524288,10,512,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1639,triad,881650.2,8e-06,7e-06,1.3e-05,524288,10,512,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1640,copy,682666.6,7e-06,6e-06,7e-06,524288,10,512,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1641,scale,682666.6,7e-06,6e-06,8e-06,524288,10,512,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1642,add,881650.2,7e-06,7e-06,8e-06,524288,10,512,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1643,triad,881650.2,7e-06,7e-06,7e-06,524288,10,512,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1644,copy,682666.6,7e-06,6e-06,1e-05,524288,10,1024,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1645,scale,682666.6,7e-06,6e-06,7e-06,524288,10,1024,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1646,add,771011.8,8e-06,8e-06,8e-06,524288,10,1024,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1647,triad,877714.3,8e-06,7e-06,8e-06,524288,10,1024,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1648,copy,682666.6,7e-06,6e-06,9e-06,524288,10,1024,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1649,scale,587766.8,7e-06,7e-06,8e-06,524288,10,1024,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1650,add,877714.3,8e-06,7e-06,8e-06,524288,10,1024,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1651,triad,881650.2,8e-06,7e-06,8e-06,524288,10,1024,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1652,copy,686240.8,7e-06,6e-06,8e-06,524288,10,1024,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1653,scale,587766.8,7e-06,7e-06,8e-06,524288,10,1024,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1654,add,877714.3,8e-06,7e-06,9e-06,524288,10,1024,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1655,triad,877714.3,8e-06,7e-06,8e-06,524288,10,1024,float32,nvcc,,x,2,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1656,copy,372363.6,1.3e-05,1.1e-05,1.7e-05,524288,10,32,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1657,scale,342224.5,1.2e-05,1.2e-05,1.2e-05,524288,10,32,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1658,add,513336.8,1.2e-05,1.2e-05,1.3e-05,524288,10,32,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1659,triad,513336.8,1.2e-05,1.2e-05,1.2e-05,524288,10,32,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1660,copy,342224.5,1.2e-05,1.2e-05,1.2e-05,524288,10,32,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1661,scale,372363.6,1.2e-05,1.1e-05,1.2e-05,524288,10,32,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1662,add,558545.5,1.2e-05,1.1e-05,1.3e-05,524288,10,32,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1663,triad,513336.8,1.2e-05,1.2e-05,1.3e-05,524288,10,32,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1664,copy,342224.5,1.2e-05,1.2e-05,1.3e-05,524288,10,32,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1665,scale,341333.3,1.2e-05,1.2e-05,1.2e-05,524288,10,32,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1666,add,556963.2,1.2e-05,1.1e-05,1.2e-05,524288,10,32,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1667,triad,513336.8,1.3e-05,1.2e-05,1.3e-05,524288,10,32,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1668,copy,512000.0,9e-06,8e-06,1e-05,524288,10,64,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1669,scale,512000.0,9e-06,8e-06,9e-06,524288,10,64,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1670,add,768000.0,9e-06,8e-06,9e-06,524288,10,64,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1671,triad,768000.0,9e-06,8e-06,9e-06,524288,10,64,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1672,copy,512000.0,9e-06,8e-06,1.3e-05,524288,10,64,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1673,scale,512000.0,9e-06,8e-06,9e-06,524288,10,64,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1674,add,771011.8,9e-06,8e-06,9e-06,524288,10,64,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1675,triad,771011.8,9e-06,8e-06,9e-06,524288,10,64,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1676,copy,512000.0,9e-06,8e-06,9e-06,524288,10,64,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1677,scale,512000.0,9e-06,8e-06,9e-06,524288,10,64,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1678,add,768000.0,9e-06,8e-06,9e-06,524288,10,64,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1679,triad,771011.8,9e-06,8e-06,9e-06,524288,10,64,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1680,copy,682666.6,7e-06,6e-06,8e-06,524288,10,128,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1681,scale,682666.6,7e-06,6e-06,8e-06,524288,10,128,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1682,add,881650.2,8e-06,7e-06,8e-06,524288,10,128,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1683,triad,881650.2,8e-06,7e-06,8e-06,524288,10,128,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1684,copy,587766.8,8e-06,7e-06,1.1e-05,524288,10,128,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1685,scale,679129.5,7e-06,6e-06,8e-06,524288,10,128,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1686,add,881650.2,7e-06,7e-06,8e-06,524288,10,128,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1687,triad,881650.2,7e-06,7e-06,8e-06,524288,10,128,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1688,copy,585142.8,8e-06,7e-06,1e-05,524288,10,128,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1689,scale,587766.8,7e-06,7e-06,8e-06,524288,10,128,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1690,add,881650.2,7e-06,7e-06,8e-06,524288,10,128,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1691,triad,877714.3,7e-06,7e-06,8e-06,524288,10,128,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1692,copy,682666.6,7e-06,6e-06,8e-06,524288,10,256,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1693,scale,587766.8,7e-06,7e-06,7e-06,524288,10,256,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1694,add,881650.2,7e-06,7e-06,8e-06,524288,10,256,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1695,triad,881650.2,7e-06,7e-06,7e-06,524288,10,256,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1696,copy,686240.8,7e-06,6e-06,1e-05,524288,10,256,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1697,scale,682666.6,7e-06,6e-06,7e-06,524288,10,256,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1698,add,881650.2,7e-06,7e-06,8e-06,524288,10,256,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1699,triad,881650.2,7e-06,7e-06,7e-06,524288,10,256,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1700,copy,686240.8,7e-06,6e-06,9e-06,524288,10,256,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1701,scale,682666.6,7e-06,6e-06,8e-06,524288,10,256,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1702,add,877714.3,7e-06,7e-06,8e-06,524288,10,256,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1703,triad,1024000.0,8e-06,6e-06,1.1e-05,524288,10,256,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1704,copy,682666.6,7e-06,6e-06,7e-06,524288,10,512,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1705,scale,682666.6,7e-06,6e-06,7e-06,524288,10,512,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1706,add,877714.3,8e-06,7e-06,8e-06,524288,10,512,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1707,triad,881650.2,7e-06,7e-06,8e-06,524288,10,512,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1708,copy,682666.6,7e-06,6e-06,8e-06,524288,10,512,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1709,scale,682666.6,7e-06,6e-06,1.2e-05,524288,10,512,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1710,add,881650.2,7e-06,7e-06,8e-06,524288,10,512,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1711,triad,881650.2,8e-06,7e-06,8e-06,524288,10,512,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
1712,copy,682666.6,7e-06,6e-06,1e-05,524288,10,512,float32,nvcc,,x,4,True,1,True,std::size_t,False,False,False,True,0.11.0,stencil_benchmarks.benchmarks_collection.stream.cuda_hip.Native
